المجموعة الرئيسية ,Main Category ,مجموعة الذكر Sub Category,مجموعة الذكر EN,الذكر بالعربي,EN,EN-letters,Count ,فضل الذكر AR,فضل الذكر EN,تخريج الحديث,تخريج الحديث EN
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ اجْعَلْ لِي فِي قَلْبِي نُورًا، وَفِي لِسَانِي نُورًا، وَفِي سَمْعِي نُورًا، وَفِي بَصَرِي نُورًا، وَمِنْ فَوْقِي نُورًا، وَمِنْ تَحْتِي نُورًا، وَعَنْ يَمِينِي نُورًا، وَعَنْ شِمَالِي نُورًا، وَمِنْ بَيْنِ يَدَيَّ نُورًا، وَمِنْ خَلْفِي نُورًا، وَاجْعَلْ فِي نَفْسِي نُورًا، وَأَعْظِمْ لِي نُورًا. ,"O Allah, place light in my heart,
and on my tongue light,
and in my ears light
and in my sight light,
and above me light,
and below me light,
and to my right light,
and to my left light,
and before me light
and behind me light.
Place in my soul light.
Magnify for me light,
and amplify for me light.
Make for me light
and make me a light.
O Allah, grant me light,
and place light in my nerves,
and in my body light
and in my blood light
and in my hair light
and in my skin light.1
[O Allah, make for me a light in my
grave...
and a light in my bones.]
(At-Tirmidhi 5/483 (Hadith no. 3419).)
[Increase me in light,
increase me in light,
increase me in light .]","Allāhummaj'al fī qalbī nūran,
wa fī lisānī nūran,
wa fī sam`ī nūran,
wa fī baṣarī nūran,
wa min fawqī nūran,
wa min taḥtī nūran,
wa `an yamīnī nūran,
wa `an shimālī nūran,
wa min 'amāmī nūran,
wa min khalfī nūran,
waj`al fī nafsī nūran,
wa 'a`ẓim lī nūran,
wa `ẓẓim lī nūran,
waj`allī nūran,
waj`alnī nūran,
Allāhumma 'a`tinī nūran,
waj'al fī `aṣabī nūran,
wa fī laḥmī nūran,
wa fī damī nūran,
wa fī sha`rī nūran,
wa fī basharī nūran.
[Allāhummaj`allī nūran fī qabrī
wa nūran fī `iẓāmī.]
[Wa zidnī nūran,
wa zidnī nūran,
wa zidnī nūran.]
[Wa hab lī nūran `alā nūr.]
",1,,,رواه البخاري (6316) ومسلم (1797) عن ابن عباس.,Al Bukhari
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنَ الْخَيْرِ كُلِّهِ عَاجِلِهِ وَآجِلِهِ مَا عَلِمْتُ مِنْهُ وَمَا لَمْ أَعْلَم،ْ وَأَعُوذُ بِكَ مِنَ الشَّرِّ كُلِّهِ عَاجِلِهِ وَآجِلِهِ مَا عَلِمْتُ مِنْهُ وَمَا لَمْ أَعْلَمْ، اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ خَيْرِ مَا سَأَلَكَ عَبْدُكَ وَنَبِيُّكَ، وَأَعُوذُ بِكَ مِنْ شَرِّ مَا عَاذَ بِهِ عَبْدُكَ وَنَبِيُّكَ، اللَّهُمَّ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ، وَأَعُوذُ بِكَ مِنَ النَّارِ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ وَأَسْأَلُكَ أَنْ تَجْعَلَ كُلَّ قَضَاءٍ قَضَيْتَهُ لِي خَيْرًا.,"(O Allah, I ask You for all that is good, in this world and in the Hereafter, what I know and what I do not know. O Allah, I seek refuge with You from all evil, in this world and in the Hereafter, what I know and what I do not know. O Allah, I ask You for the good that Your slave and Prophet has asked You for, and I seek refuge with You from the evil from which Your slave and Prophet sought refuge. O Allah, I ask You for Paradise and for that which brings one closer to it, in word and deed, and I seek refuge in You from Hell and from that which brings one closer to it, in word and deed. And I ask You to make every decree that You decree concerning me good).""","Allahumma inni as'aluka min khayri ma sa'alaka 'abduka wa nabiyyuka, wa a'udhu bika min sharri ma 'adha bihi 'abduka wa nabiyyuka. Allahumma inni as'alukal-jannatah wa ma qarrab ilayha min qawlin aw 'amalin, wa a'udhu bika minan-nari wa ma qarraba ilayha min qawlin aw 'amalin, wa as'aluka an taj'al kulla qada'in qadaytahuli khayran ",1,,,رواه ابن ماجه (3846) بإسناد صحيح عن عائشة.,Ibn Maja 
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ بِعِلْمِكَ الْغَيْبَ وَقُدْرَتِكَ عَلَى الْخَلْقِ أَحْيِنِي مَا عَلِمْتَ الْحَيَاةَ خَيْرًا لِي، وَتَوَفَّنِي إِذَا عَلِمْتَ الْوَفَاةَ خَيْرًا لِي، اللَّهُمَّ وَأَسْأَلُكَ خَشْيَتَكَ فِي الْغَيْبِ وَالشَّهَادَةِ، وَأَسْأَلُكَ كَلِمَةَ الْحَقِّ فِي الرِّضَا وَالْغَضَبِ، وَأَسْأَلُكَ الْقَصْدَ فِي الْفَقْرِ وَالْغِنَى، وَأَسْأَلُكَ نَعِيمًا لَا يَنْفَدُ، وَأَسْأَلُكَ قُرَّةَ عَيْنٍ لَا تَنْقَطِعُ، وَأَسْأَلُكَ الرِّضَاءَ بَعْدَ الْقَضَاءِ، وَأَسْأَلُكَ بَرْدَ الْعَيْشِ بَعْدَ الْمَوْتِ، وَأَسْأَلُكَ لَذَّةَ النَّظَرِ إِلَى وَجْهِكَ وَالشَّوْقَ إِلَى لِقَائِكَ فِي غَيْرِ ضَرَّاءَ مُضِرَّةٍ وَلَا فِتْنَةٍ مُضِلَّةٍ، اللَّهُمَّ زَيِّنَّا بِزِينَةِ الْإِيمَانِ، وَاجْعَلْنَا هُدَاةً مُهْتَدِينَ.," (O Allah, by Your knowledge of the unseen and Your power over creation, keep me alive so long as You know that living is good for me and cause me to die when You know that death is better for me. O Allah, cause me to fear You in secret and in public. I ask You to make me true in speech in times of pleasure and of anger. I ask You to make me moderate in times of wealth and poverty. And I ask You for everlasting delight and joy that will never cease. I ask You to make me pleased with that which You have decreed and for an easy life after death. I askYou for the sweetness of looking upon Your face and a longing to meet You in a manner that does not entail a calamity that will bring about harm or a trial that will cause deviation. O Allah, beautify us with the adornment of faith and make us among those who guide and are rightly guided.""","""Allāhumma bi `ilmikal-ghaiba wa qudratika 'alal-khalqi aḥyinī mā `alimtal-ḥayāta khairan lī, wa tawaffanī idhā `alimtal-wafāta khairan lī. Allāhumma wa 'as'aluka khashyataka fil-ghaibi wash-shahādati wa 'as'aluka kalimatal-ḥaqqi fir-riḍā'i wal ghaḍab, wa as'alukal-qaṣda fil faqri wal-ghina, wa 'as'aluka na`īman lā yanfadu wa 'as'aluka qurrata `ainin lā tanqaṭi`u wa as'alukar-riḍā'i ba`dal-qaḍā'i wa 'as'aluka bardal `aishi ba`dal-mawti, wa 'as'aluka ladhdhatan-naẓari ilā wajhika wash-shawqa ilā liqā'ika fī ghairi ḍarrā'a muḍirratin wa lā fitnatin muḍillatin, Allāhumma zayyinnā bizīnatil-īmāni waj`alna hudātan muhtadīn ",1,,,رواه النَّسائي (1305) بإسناد حسن عن عمار بن ياسر.,Al Nasaey 
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ إِنِّي أَسْأَلُكَ العَفْوَ وَالْعَافِيَةَ فِي الدُّنْيَا وَالْآخِرَةِ، اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْوَ وَالْعَافِيَةَ فِي دِينِي وَدُنْيَايَ وَأَهْلِي وَمَالِي، اللَّهُمَّ اسْتُرْ عَوْرَاتِي وَآمِنْ رَوْعَاتِي، وَاحْفَظنْيِ مِنْ بيَنِْ يَدَيَّ وَمِنْ خَلْفِي وَعَنْ يَمِينيِ وَعَنْ شِمَاليِ وَمِنْ فَوْقِي، وَأَعُوذُ بِعَظَمَتِكَ أَنْ أُغْتَالَ مِنْ تَحْتِي.
","O Allah, I seek Your forgiveness and Your protection in this world and the next.
O Allah, I seek Your forgiveness and Your protection in my religion, in my worldly affairs, in my family and in my wealth.
O Allah, conceal my secrets and preserve me from anguish.
O Allah, guard me from what is in front of me and behind me,
from my left, and from my right, and from above me.
I seek refuge in Your Greatness from being struck down from beneath me.","Allāhumma innī as'aluka 'l-`afwa wal-`āfiyah
fid-dunyā wal-ākhirah,
Allāhumma innī as'aluka 'l-`afwa wal-`āfiyah
fī dīnī wa dunyāya, wa ahlī, wa mālī,
Allāhummastur `awrātī,
wa āmin raw`ātī,
Allāhummaḥfaẓnī min bayni yadayya, wa min khalfī,
wa `an yamīnī, wa `an shimālī,
wa min fawqī,
wa a`ūdhu bi`aẓamatika an 'ughtāla min taḥtī.",1,,,رواه أبو داود (5074) وغيره بإسناد صحيح عن ابن عمر,Abu Dawoud
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ عَالِمَ الْغَيْبِ وَالشَّهَادَةِ، فَاطِرَ السَّمَوَاتِ وَالْأَرْضِ، رَبَّ كُلِّ شَيْءٍ وَمَلِيكَهُ، أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا أَنْتَ، أَعُوذُ بِكَ مِنْ شَرِّ نَفْسِي وَشَرِّ الشَّيْطَانِ وَشِرْكِهِ.,"`O Allah, Creator of the heavens and the earth. Knower of the unseen and the seen. You are the Lord and Sovereign of all things. I bear witness that there is no god but You alone with no partner or associate, and that Muhammad is Your slave and Your Messenger. I seek refuge in You from the evil of my own self and the evil of the shaitan and the shirk to which he calls, and lest I wrong myself or wrong another Muslim.`",,1,,,رواه الترمذي (3392) وغيره بإسناد صحيح عن أبي هريرة.,Al Tabrani
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَسْأَلُكَ الثَّبَاتَ فِي الأَمْرِ، وَالْعَزِيمَةَ عَلَى الرُّشْدِ، وَأَسْأَلُكَ مُوجِبَاتِ رَحْمَتكَِ، وَعَزَائمَِ مَغْفِرَتكَِ، وَأسَْألَكَُ شُكْرَ نعِْمَتكَِ، وَحُسْنَ عِباَدَتكَِ، وَأسَْألَكَُ قَلْبًا سَلِيمًا، وَلِسَانًا صَادِقًا، وَأَسْأَلُكَ مِنْ خَيْرِ مَا تَعْلَمُ، وَأَعُوذُ بِكَ مِنْ شَرِّ مَا تَعْلَمُ، وَأَسْتَغْفِرُكَ لِمَا تَعْلَمُ,"“O God, I ask Thee for steadfastness in carrying out what I am commanded and resolution in following right guidance. I ask Thee to make me grateful for Thy favour and to enable me to worship Thee acceptably. I ask Thee for a sound heart and a truthful tongue. I ask Thee for some of the good of what Thou knowest, I seek refuge in Thee from the evil of what Thou knowest, and I ask Thy forgiveness for what Thou knowest.”",,1,,,"رواه الطبراني في ""الكبير"" (7135) عن شداد بن أوس.
ضَعِيف   (الألباني)",Al Tabrani
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ اكْفِنِي بِحَلَالِكَ عَنْ حَرَامِكَ وَأَغْنِنِي بِفَضْلِكَ عَمَّنْ سِوَاكَ,"O Allah, suffice me with what You have allowed instead of what You have forbidden,
and make me independent of all others besides You.","Allāhummak-finī biḥalālika `an ḥarāmik,
wa 'aghninī bi faḍlika `amman siwāk.",1,,,رواه الترمذي (3563) بإسناد حسن عن علي.,At-Tirmithi
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ عَافِنِي فِي بَدَنِي، اللَّهُمَّ عَافِنِي فِي سَمْعِي، اللَّهُمَّ عَافِنِي فِي بَصَرِي، لَا إلَِهَ إلَِّا أَنْتَ، اللَّهُمَّ إنِِّي أَعُوذُ بِكَ مِنَ الْكُفْرِ وَالْفَقْرِ، اللَّهُمَّ إنِِّي أَعُوذُ بِكَ مِنْ عَذَابِ الْقَبْرِ، لَا إِلَهَ إِلَّا أَنْتَ.
","O Allah, make me healthy in my body. O Allah, make me healthy in my hearing. O Allah, make me healthy in my sight. There is no god but You.' 
'O Allah, I seek refuge with You from disbelief and poverty. O Allah, I seek refuge with You from the punishment of the grave. There is no god but You,",,1,,"Abdu'r-Rahman ibn Abi Bakra reported that he said to his father, ""I heard you making this supplication every morning:You repeat it three times in the evening and three times in the morning
"" He replied, :Yes, my son. I heard the Messenger of Allah, may Allah bless him and grant him peace, say them and I like to follow his sunnah.""",رواه أبو داود (5090) بإسناد حسن عن أبي بكرة.,Abu Dawoud
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,رَبِّ أَعِنِّي وَلَا تُعِنْ عَلَيَّ، وَانْصُرْنِي وَلَا تَنْصُرْ عَلَيَّ، وَامْكُرْ لِي وَل َاتَمْكُرْ عَلَيَّ، وَاهْدِنِي وَيَسِّرِ الْهُدَى لِي، وَانْصُرْنِي عَلَى مَنْ بَغَى عَلَيَّ، رَبِّ اجْعَلْنِي لَكَ شَكَّارًا، لَكَ ذَكَّارًا، لَكَ رَهَّابًا، لَكَ مِطْوَاعًا، لَكَ مُخْبِتًا إِلَيْكَ أَوَّاهًا مُنِيبًا، رَبِّ تَقَبَّلْ تَوْبَتِي وَاغْسِلْ حَوْبَتِي وَأَجِبْ دَعْوَتِي وَثَبِّتْ حُجَّتِي وَسَدِّدْ لِسَانِي وَاهْدِ قَلْبِي وَاسْلُلْ سَخِيمَةَ صَدْرِي," ""My Lord, help me and do not give help against me; grant me victory and do not grant victory over me; plan on my behalf and do not plan against me; guide me and make right guidance easy for me; grant me victory over those who act wrongfully towards me. My Lord, make me grateful to Thee, mindful of Thee, full of fear towards Thee, devoted to Thy obedience, humble before Thee, earnest in supplication, and penitent. My Lord, accept my repentance, wash away my sin, answer my supplication, clearly establish my evidence, make true my tongue, guide my heart, and draw out the malice in my breast.”",,1,,,رواه الترمذي (3551) وغيره بإسناد صحيح عن ابن عباس,At-Tirmithi
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ لَكَ الْحَمْدُ كُلُّهُ، اللَّهُمَّ لَا قَابِضَ لِمَا بَسَطْتَ، وَلَا بَاسِطَ لِمَا قَبَضْتَ، وَلَا هَادِيَ لِمَا أَضْلَلْت، وَلَا مُضِلَّ لِمَنْ هَدَيْتَ، وَلَا مُعْطِيَ لِمَا مَنَعْتَ، وَلَا مَانِعَ لِمَا أَعْطَيْتَ، وَلَا مُقَرِّبَ لِمَا بَاعَدْتَ، وَلَا مُبَاعِدَ لِمَا قَرَّبْتَ، اللَّهُمَّ ابْسُطْ عَلَيْنَا مِنْ بَرَكَاتِكَ وَرَحْمَتِكَ وَفَضْلِكَ وَرِزْقِكَ، اللَّهُمَّ إِنِّي أَسْأَلُكَ النَّعِيمَ الْمُقِيمَ الَّذِي لَا يَحُولُ وَلَا يَزُولُ، اللَّهُمَّ إِنِّي أَسْأَلُكَ النَّعِيمَ يَوْمَ الْعَيْلَةِ، وَالْأَمْنَ يَوْمَ الْخَوْفِ، اللَّهُمَّ إنِِّي عَائذٌِ بكَِ مِنْ شَرِّ مَا أَعْطَيْتَنَا وَشَرِّ مَا مَنَعْتَ، اللَّهُمَّ حَبِّبْ إلَِيْنَا الْإِيمَانَ وَزَيِّنْهُ فيِ قُلُوبِنَا، وَكَرِّهْ إِلَيْنَا الْكُفْرَ وَالْفُسُوقَ وَالْعِصْيَانَ، وَاجْعَلْنَا مِنَ الرَّاشِدِينَ، اللَّهُمَّ تَوَفَّنَا مُسْلِمِينَ، وَأَحْيِنَا مُسْلِمِينَ، وَأَلْحِقْنَا بِالصَّالِحِينَ غَيْرَ خَزَايَا وَلَا مَفْتُونِينَ، اللَّهُمَّ قَاتِلْ الْكَفَرَةَ الَّذِينَ يُكَذِّبُونَ رُسُلَكَ، وَيَصُدُّونَ عَنْ سَبِيلِكَ، وَاجْعَلْ عَلَيْهِمْ رِجْزَكَ وَعَذَابَكَ، اللَّهُمَّ قَاتِلْ الْكَفَرَةَ الَّذِينَ أُوتُوا الْكِتَابَ إِلَهَ الْحَقِّ.
","O Allah, all praise is due to You. O Allah, none can contract what You expand nor bring near what you put far away. None can put far away what You bring near. None can give what You withhold nor withhold what You give. O Allah, expand to us some of Your blessings, mercy and favour and give us provision! O Allah, I ask You for the abiding blessing which is neither changed nor removed. O Allah, I ask You for blessing on the Day of Utter Poverty and security on the Day of Fear. O Allah, I seek refuge with You from the evil of what You give us. O Allah, make us love belief and adorn our hearts with it. Make us hate disbelief, deviance and rebellion. Place us among the rightly-guided. O Allah, make us die Muslims and make us live as Muslims and join us to the rightly, acting, who are neither disappointed nor afflicted. O Allah, fight the unbelievers who bar your path and who deny Your Messengers. Place You abasement and punishment over them. O Allah, fight the unbelievers who were given the Book, O Lord of Truth!'""",,1,"حَدَّثَنَا عَلِيٌّ، قَالَ‏:‏ حَدَّثَنَا مَرْوَانُ بْنُ مُعَاوِيَةَ، قَالَ‏:‏ حَدَّثَنَا عَبْدُ الْوَاحِدِ بْنُ أَيْمَنَ، قَالَ‏:‏ حَدَّثَنَا عُبَيْدُ بْنُ رِفَاعَةَ الزُّرَقِيُّ، عَنْ أَبِيهِ قَالَ‏:‏ لَمَّا كَانَ يَوْمُ أُحُدٍ وَانْكَفَأَ الْمُشْرِكُونَ قَالَ رَسُولُ اللهِ صلى الله عليه وسلم‏:‏ اسْتَوُوا حَتَّى أُثْنِيَ عَلَى رَبِّي عَزَّ وَجَلَّ، فَصَارُوا خَلْفَهُ صُفُوفًا، فَقَالَ
","Rifa'a az-Zurqi said, ""In the Battle of Uhud when the idolaters retreated, the Messenger of Allah, may Allah bless him and grant him peace, said, 'Form straight ranks so that I can praise my Almighty Lord.' They formed in ranks behind him. He said, ",.رواه الإمام أحمد (15492) عن رفاعة الزرقي بإسناد صحيح,
